Entity_ID,Customer,Destination,Category,Week +1_Vol,Week +1_Wt,Week +2_Vol,Week +2_Wt,Week +3_Vol,Week +3_Wt,Week +4_Vol,Week +4_Wt
ASIA ENTERTAINMENT TECHNOLOGY LTD_CO_163,ASIA ENTERTAINMENT TECHNOLOGY LTD,CO,VIDEO GAME类,1.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AM_381","Yanwen Logistics Co., Ltd. Shenzhen Branch",AM,PAPER BOOKLET类,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AM_346","Yanwen Logistics Co., Ltd. Shenzhen Branch",AM,PLASTIC BOX类,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AM_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AM,L1大类19_长尾杂项,1.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AM_127","Yanwen Logistics Co., Ltd. Shenzhen Branch",AM,PLASTIC OPTICAL FRAME类,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Strawberry Cosmetics Service Limited_MX_17999,Strawberry Cosmetics Service Limited,MX,L1大类17_长尾杂项,1.0,0.51,2.0,1.01,1.0,0.51,0.0,0.0
Strawberry Cosmetics Service Limited_IN_394,Strawberry Cosmetics Service Limited,IN,SKIN CARE类,1.0,0.68,1.0,0.68,1.0,0.68,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_IE_367","Yanwen Logistics Co., Ltd. Shenzhen Branch",IE,SPEAKER PARTS类,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HU_87","Yanwen Logistics Co., Ltd. Shenzhen Branch",HU,PHONE SCREEN PROTECTOR类,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_JO_5","Yanwen Logistics Co., Ltd. Shenzhen Branch",JO,KIDS PAINTING KIT,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_JO_131","Yanwen Logistics Co., Ltd. Shenzhen Branch",JO,AIR CUSHION FOUNDATION类,1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_JE_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",JE,MAT类,1.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_JE_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",JE,L1大类17_长尾杂项,1.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_IS_176","Yanwen Logistics Co., Ltd. Shenzhen Branch",IS,WOMEN  COTTON  DRESS类,1.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
Shipany Limited_TH_335,Shipany Limited,TH,AROMATHERAPY DIFFUSER类,1.0,0.39,2.0,0.79,3.0,1.18,1.0,0.39
Shipany Limited_TH_317,Shipany Limited,TH,MUSICAL INSTRUMENT类,1.0,0.19,0.0,0.0,2.0,0.38,1.0,0.19
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HR_138","Yanwen Logistics Co., Ltd. Shenzhen Branch",HR,REMOTE CONTROL类,1.0,0.08,0.0,0.0,1.0,0.08,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GT_5","Yanwen Logistics Co., Ltd. Shenzhen Branch",GT,KIDS PAINTING KIT,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GR_367","Yanwen Logistics Co., Ltd. Shenzhen Branch",GR,SPEAKER PARTS类,1.0,0.09,0.0,0.0,1.0,0.09,2.0,0.19
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,L1大类0_长尾杂项,1.0,0.58,1.0,0.58,0.0,0.0,1.0,0.58
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,MAT类,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_305","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,SATIN MOTHER OF THE BRIDE DRESSES类,1.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_274","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,NECK MASSAGER类,1.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_234","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,NECKLACE类,1.0,0.1,0.0,0.0,1.0,0.1,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_217","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,RING类,1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
Shipany Limited_SG_279,Shipany Limited,SG,POUCH BAG类,1.0,0.74,1.0,0.74,2.0,1.47,1.0,0.74
Shipany Limited_SG_152,Shipany Limited,SG,KEYCHAIN类,1.0,0.58,1.0,0.58,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._SG_56,Shenzhen Takesend Logistics Co. Ltd.,SG,POLYESTER BACKPACK,1.0,1.04,0.0,0.0,1.0,1.04,1.0,1.04
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,L1大类12_长尾杂项,1.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_120","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,WOMEN COTTON  PANTS类,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._DE_19999,Shenzhen Takesend Logistics Co. Ltd.,DE,L1大类19_长尾杂项,1.0,4.18,0.0,0.0,1.0,4.18,1.0,4.18
Shenzhen Takesend Logistics Co. Ltd._CH_276,Shenzhen Takesend Logistics Co. Ltd.,CH,ACTION FIGURE TOYS类,1.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._AU_52,Shenzhen Takesend Logistics Co. Ltd.,AU,BICYCLE FRAME类,1.0,4.36,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._NZ_245,Shenzhen Takesend Logistics Co. Ltd.,NZ,CANDIDA PURIFICATION TABLETS类,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_279","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,POUCH BAG类,1.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_266","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,DOUBLE-HEADED SHAVER类,1.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,L1大类19_长尾杂项,1.0,0.31,0.0,0.0,1.0,0.31,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_211","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,RESISTOR类,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_271","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,EARRINGS类,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_16999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,L1大类16_长尾杂项,1.0,0.07,0.0,0.0,1.0,0.07,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LV_87","Yanwen Logistics Co., Ltd. Shenzhen Branch",LV,PHONE SCREEN PROTECTOR类,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KY_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",KY,L1大类0_长尾杂项,1.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KY_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",KY,L1大类8_长尾杂项,1.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KY_319","Yanwen Logistics Co., Ltd. Shenzhen Branch",KY,ZINC ALLOY MEDAL类,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_345","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,BRACELET类,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_364","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,SPEAKER类,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_305","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,SATIN MOTHER OF THE BRIDE DRESSES类,1.0,1.17,1.0,1.17,3.0,3.52,1.0,1.17
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_266","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,DOUBLE-HEADED SHAVER类,1.0,0.27,1.0,0.27,1.0,0.27,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,L1大类19_长尾杂项,1.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,L1大类17_长尾杂项,1.0,0.23,0.0,0.0,1.0,0.23,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,L1大类12_长尾杂项,1.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0
Motion Global Limited_PH_121,Motion Global Limited,PH,SUNGLASSES类,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_122","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,DENTAL BRACES类,1.0,0.03,0.0,0.0,1.0,0.03,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GI_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GI,L1大类19_长尾杂项,1.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GI_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",GI,PAPER CARD类,1.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GI_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GI,L1大类12_长尾杂项,1.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GF_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",GF,MAT类,1.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GF_393","Yanwen Logistics Co., Ltd. Shenzhen Branch",GF,ANTI-STRETCH MARK CREAM类,1.0,0.2,0.0,0.0,1.0,0.2,1.0,0.2
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GF_361","Yanwen Logistics Co., Ltd. Shenzhen Branch",GF,BLACK MOISTURIZING EYE CREAM类,1.0,0.12,0.0,0.0,1.0,0.12,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GF_274","Yanwen Logistics Co., Ltd. Shenzhen Branch",GF,NECK MASSAGER类,1.0,0.14,0.0,0.0,1.0,0.14,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GF_258","Yanwen Logistics Co., Ltd. Shenzhen Branch",GF,CARE PATCH类,1.0,0.04,0.0,0.0,1.0,0.04,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GF_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GF,L1大类17_长尾杂项,1.0,0.15,0.0,0.0,1.0,0.15,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GE_77","Yanwen Logistics Co., Ltd. Shenzhen Branch",GE,KEYBOARD类,1.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GE_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",GE,MAT类,1.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GE_435","Yanwen Logistics Co., Ltd. Shenzhen Branch",GE,BUTTON类,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GE_364","Yanwen Logistics Co., Ltd. Shenzhen Branch",GE,SPEAKER类,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GE_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GE,L1大类19_长尾杂项,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BM_305","Yanwen Logistics Co., Ltd. Shenzhen Branch",BM,SATIN MOTHER OF THE BRIDE DRESSES类,1.0,1.24,0.0,0.0,1.0,1.24,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BH_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BH,L1大类0_长尾杂项,1.0,0.54,0.0,0.0,1.0,0.54,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BH_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BH,L1大类8_长尾杂项,1.0,0.21,0.0,0.0,1.0,0.21,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MZ_364","Yanwen Logistics Co., Ltd. Shenzhen Branch",MZ,SPEAKER类,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_450","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,PLASTIC PARTICLE类,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,L1大类2_长尾杂项,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,L1大类19_长尾杂项,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,MAT类,1.0,0.15,0.0,0.0,1.0,0.15,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_407","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,CUP类,1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_393","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,ANTI-STRETCH MARK CREAM类,1.0,0.26,1.0,0.26,2.0,0.51,1.0,0.26
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_39","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,POLYESTER YOGA PANTS类,1.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BH_5","Yanwen Logistics Co., Ltd. Shenzhen Branch",BH,KIDS PAINTING KIT,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BH_358","Yanwen Logistics Co., Ltd. Shenzhen Branch",BH,STICKER类,1.0,0.07,0.0,0.0,1.0,0.07,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BH_194","Yanwen Logistics Co., Ltd. Shenzhen Branch",BH,HEADSET,1.0,0.15,1.0,0.15,1.0,0.15,1.0,0.15
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BH_176","Yanwen Logistics Co., Ltd. Shenzhen Branch",BH,WOMEN  COTTON  DRESS类,1.0,0.62,1.0,0.62,1.0,0.62,1.0,0.62
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,MAT类,1.0,0.21,0.0,0.0,1.0,0.21,1.0,0.21
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BM_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",BM,MAT类,1.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BM_319","Yanwen Logistics Co., Ltd. Shenzhen Branch",BM,ZINC ALLOY MEDAL类,1.0,0.26,1.0,0.26,1.0,0.26,1.0,0.26
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GE_160","Yanwen Logistics Co., Ltd. Shenzhen Branch",GE,HARDWARE WALLET,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GB_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",GB,MAT类,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GB_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GB,L1大类19_长尾杂项,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_PF_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",PF,L1大类19_长尾杂项,1.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_OM_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",OM,L1大类0_长尾杂项,1.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_OM_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",OM,MAT类,1.0,0.22,1.0,0.22,2.0,0.43,1.0,0.22
"Yanwen Logistics Co., Ltd. Shenzhen Branch_OM_286","Yanwen Logistics Co., Ltd. Shenzhen Branch",OM,HAIR TRIMMER,1.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_OM_194","Yanwen Logistics Co., Ltd. Shenzhen Branch",OM,HEADSET,1.0,0.21,0.0,0.0,1.0,0.21,1.0,0.21
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GB_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GB,L1大类17_长尾杂项,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_234","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,NECKLACE类,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_209","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,CHARGER类,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_1999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,L1大类1_长尾杂项,1.0,0.12,1.0,0.12,3.0,0.37,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,PHONE CASE类,1.0,0.07,0.0,0.0,1.0,0.07,1.0,0.07
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,L1大类0_长尾杂项,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,L1大类8_长尾杂项,1.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_84","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,SOCKS类,1.0,0.19,0.0,0.0,1.0,0.19,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_509","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,STRAP类,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_380","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,HOME DECORATION类,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_QA_217","Yanwen Logistics Co., Ltd. Shenzhen Branch",QA,RING类,1.0,0.19,0.0,0.0,1.0,0.19,1.0,0.19
"Yanwen Logistics Co., Ltd. Shenzhen Branch_PL_465","Yanwen Logistics Co., Ltd. Shenzhen Branch",PL,ADAPTER类,1.0,0.02,1.0,0.02,1.0,0.02,1.0,0.02
"Yanwen Logistics Co., Ltd. Shenzhen Branch_PL_1999","Yanwen Logistics Co., Ltd. Shenzhen Branch",PL,L1大类1_长尾杂项,1.0,0.02,0.0,0.0,1.0,0.02,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_PL_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",PL,L1大类12_长尾杂项,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_PF_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",PF,L1大类0_长尾杂项,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_PF_483","Yanwen Logistics Co., Ltd. Shenzhen Branch",PF,DEPILATOR类,1.0,0.44,0.0,0.0,0.0,0.0,1.0,0.44
"Yanwen Logistics Co., Ltd. Shenzhen Branch_PF_383","Yanwen Logistics Co., Ltd. Shenzhen Branch",PF,PAINTING BY NUMBERS类,1.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_QA_311","Yanwen Logistics Co., Ltd. Shenzhen Branch",QA,WOMEN'S KNITTED POLYESTER DRESS类,1.0,0.36,0.0,0.0,1.0,0.36,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_QA_306","Yanwen Logistics Co., Ltd. Shenzhen Branch",QA,DRESS FOR WOMEN类,1.0,0.58,0.0,0.0,1.0,0.58,1.0,0.58
"Yanwen Logistics Co., Ltd. Shenzhen Branch_QA_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",QA,L1大类2_长尾杂项,1.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_352","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,TOY类,1.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_271","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,EARRINGS类,1.0,0.12,0.0,0.0,0.0,0.0,1.0,0.12
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_236","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,JEWELRY PENDANTS类,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_221","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,FALSE EYELASHES类,1.0,0.04,1.0,0.04,1.0,0.04,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_217","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,RING类,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_176","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,WOMEN  COTTON  DRESS类,1.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_16999","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,L1大类16_长尾杂项,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_73","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,SILICONE GEL PATCH类,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_477","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,CONNECTOR类,1.0,0.05,0.0,0.0,1.0,0.05,1.0,0.05
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_465","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,ADAPTER类,1.0,0.06,0.0,0.0,1.0,0.06,0.0,0.0
GPGS_EE_368,GPGS,EE,AUDIO ACCESSORIES类,1.0,0.1,1.0,0.1,3.0,0.3,1.0,0.1
GPGS_US_8999,GPGS,US,L1大类8_长尾杂项,1.0,0.1,0.0,0.0,0.0,0.0,2.0,0.2
GPGS_TR_368,GPGS,TR,AUDIO ACCESSORIES类,1.0,0.1,0.0,0.0,1.0,0.1,1.0,0.1
GPGS_SI_368,GPGS,SI,AUDIO ACCESSORIES类,1.0,0.1,0.0,0.0,1.0,0.1,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_RE_281","Yanwen Logistics Co., Ltd. Shenzhen Branch",RE,STAINLESS STEEL RING类,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_RE_272","Yanwen Logistics Co., Ltd. Shenzhen Branch",RE,STAINLESS STEEL EARRINGS类,1.0,0.04,0.0,0.0,1.0,0.04,0.0,0.0
GPGS_KR_368,GPGS,KR,AUDIO ACCESSORIES类,1.0,0.1,0.0,0.0,2.0,0.2,0.0,0.0
Easyship Fulfillment Services Limited_MK_159,Easyship Fulfillment Services Limited,MK,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.1
"Yanwen Logistics Co., Ltd. Shenzhen Branch_RE_364","Yanwen Logistics Co., Ltd. Shenzhen Branch",RE,SPEAKER类,1.0,0.19,1.0,0.19,1.0,0.19,1.0,0.19
"Yanwen Logistics Co., Ltd. Shenzhen Branch_RE_345","Yanwen Logistics Co., Ltd. Shenzhen Branch",RE,BRACELET类,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_RE_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",RE,L1大类2_长尾杂项,1.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0
